City,Item,Price
Ahmedabad,Bus (monthly pass)per month,₹600
Ahmedabad,Ola/Uber (avg ride)per ride,₹200
Ahmedabad,Petrol1 litre,₹95
Ahmedabad,Diesel1 litre,₹88
Ahmedabad,Two Wheeler EMI (avg)per month,"₹3,500"
Ahmedabad,Car EMI (avg)per month,"₹15,000"
Ahmedabad,Electricityper month,"₹1,600"
Ahmedabad,Water Billper month,₹250
Ahmedabad,Cooking Gas (LPG Cylinder)per cylinder,₹803
Ahmedabad,Broadband Internetper month,₹850
Ahmedabad,Mobile Plan (Jio/Airtel)per month,₹349
Ahmedabad,1 BHK in City Centreper month,"₹14,000"
Ahmedabad,1 BHK Outside City Centreper month,"₹8,000"
Ahmedabad,2 BHK in City Centreper month,"₹24,000"
Ahmedabad,2 BHK Outside City Centreper month,"₹14,000"
Ahmedabad,3 BHK in City Centreper month,"₹40,000"
Ahmedabad,3 BHK Outside City Centreper month,"₹22,000"
Ahmedabad,Home Loan EMI (2BHK avg)per month,"₹35,000"
Ahmedabad,PG - Private Room (with meals)per month,"₹10,000"
Ahmedabad,PG - Private Room (without meals)per month,"₹7,500"
Ahmedabad,PG - Double Sharing (with meals)per month,"₹7,000"
Ahmedabad,PG - Double Sharing (without meals)per month,"₹5,000"
Ahmedabad,PG - Triple Sharing (with meals)per month,"₹5,500"
Ahmedabad,PG - Triple Sharing (without meals)per month,"₹3,800"
Ahmedabad,"Cook (part-time, 2 meals/day)per month","₹4,000"
Ahmedabad,Maid / Cleaning Helpper month,"₹1,500"
Ahmedabad,Laundry / Ironing (dhobi)per month,₹800
Ahmedabad,Miscellaneous Monthly Spendper month,"₹1,500"
Ahmedabad,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Ahmedabad,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Ahmedabad,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Ahmedabad,Skincare Basics (Nykaa avg)per month,"₹1,200"
Ahmedabad,Amazon Prime Membershipper month,₹149
Ahmedabad,Gym Membershipper month,"₹1,200"
Ahmedabad,Movie Ticket (Multiplex)per ticket,₹200
Ahmedabad,Netflix (Standard Plan)per month,₹649
Ahmedabad,Spotify Premiumper month,₹119
Ahmedabad,"Haircut (Men, basic salon)per cut",₹100
Ahmedabad,"Domestic Beer (pint, restaurant)per pint",₹180
Ahmedabad,"Imported Beer (bottle, restaurant)per bottle",₹350
Jaipur,Veg Thali (local restaurant)per plate,₹80
Jaipur,Non-Veg Thali (local restaurant)per plate,₹150
Jaipur,Meal for Two (high-end restaurant)per meal,"₹1,000"
Jaipur,Chai (regular cup)per cup,₹10
Jaipur,Coffee (Cappuccino)per cup,₹160
Jaipur,Specialty Coffee (Third Wave)per cup,₹200
Jaipur,Street Food (Vada Pav / Samosa)per piece,₹12
Jaipur,Biryani (chicken)per plate,₹170
Jaipur,Dosa (plain)per plate,₹55
Jaipur,Fast Food Combo (McDonald's)per meal,₹240
Jaipur,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Jaipur,Bottled Water (1 litre)per bottle,₹20
Jaipur,Rice (Basmati)1 kg,₹90
Jaipur,Wheat Flour (Atta)1 kg,₹45
Jaipur,Toor Dal1 kg,₹145
Jaipur,Milk (Full Cream)1 litre,₹54
Jaipur,Eggs12 pcs,₹72
Jaipur,Chicken1 kg,₹220
Jaipur,Paneer1 kg,₹340
Jaipur,Onions1 kg,₹28
Jaipur,Tomatoes1 kg,₹35
Jaipur,Potatoes1 kg,₹25
Jaipur,Cooking Oil (Sunflower)1 litre,₹145
Jaipur,Sugar1 kg,₹42
Jaipur,Apples (Shimla)1 kg,₹180
Jaipur,Bananas1 dozen,₹40
Jaipur,"Bread (White, Sliced)1 loaf",₹40
Jaipur,Whey Protein (1 kg)per kg,"₹3,000"
Jaipur,Auto Rickshaw (minimum fare)per ride,₹20
Jaipur,Auto Rickshaw (per km after min)per km,₹10
Jaipur,Metro / Local Train (monthly pass)per month,₹900
Jaipur,Bus (monthly pass)per month,₹550
Jaipur,Ola/Uber (avg ride)per ride,₹200
Jaipur,Petrol1 litre,₹100
Jaipur,Diesel1 litre,₹90
Jaipur,Two Wheeler EMI (avg)per month,"₹3,500"
Jaipur,Car EMI (avg)per month,"₹15,000"
Jaipur,Electricityper month,"₹1,500"
Jaipur,Water Billper month,₹200
Jaipur,Cooking Gas (LPG Cylinder)per cylinder,₹803
Jaipur,Broadband Internetper month,₹850
Jaipur,Mobile Plan (Jio/Airtel)per month,₹349
Jaipur,1 BHK in City Centreper month,"₹12,000"
Jaipur,1 BHK Outside City Centreper month,"₹7,000"
Jaipur,2 BHK in City Centreper month,"₹20,000"
Jaipur,2 BHK Outside City Centreper month,"₹12,000"
Jaipur,3 BHK in City Centreper month,"₹35,000"
Jaipur,3 BHK Outside City Centreper month,"₹18,000"
Jaipur,Home Loan EMI (2BHK avg)per month,"₹24,000"
Jaipur,PG - Private Room (with meals)per month,"₹9,000"
Jaipur,PG - Private Room (without meals)per month,"₹6,500"
Jaipur,PG - Double Sharing (with meals)per month,"₹6,500"
Jaipur,PG - Double Sharing (without meals)per month,"₹4,500"
Jaipur,PG - Triple Sharing (with meals)per month,"₹5,000"
Jaipur,PG - Triple Sharing (without meals)per month,"₹3,500"
Jaipur,"Cook (part-time, 2 meals/day)per month","₹3,500"
Jaipur,Maid / Cleaning Helpper month,"₹1,200"
Jaipur,Laundry / Ironing (dhobi)per month,₹700
Jaipur,Miscellaneous Monthly Spendper month,"₹1,500"
Jaipur,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Jaipur,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Jaipur,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Jaipur,Skincare Basics (Nykaa avg)per month,"₹1,200"
Jaipur,Amazon Prime Membershipper month,₹149
Jaipur,Gym Membershipper month,"₹1,000"
Jaipur,Movie Ticket (Multiplex)per ticket,₹180
Jaipur,Netflix (Standard Plan)per month,₹649
Jaipur,Spotify Premiumper month,₹119
Jaipur,"Haircut (Men, basic salon)per cut",₹80
Jaipur,"Domestic Beer (pint, restaurant)per pint",₹170
Jaipur,"Imported Beer (bottle, restaurant)per bottle",₹350
Lucknow,Veg Thali (local restaurant)per plate,₹80
Lucknow,Non-Veg Thali (local restaurant)per plate,₹140
Lucknow,Meal for Two (high-end restaurant)per meal,"₹1,000"
Lucknow,Chai (regular cup)per cup,₹10
Lucknow,Coffee (Cappuccino)per cup,₹150
Lucknow,Specialty Coffee (Third Wave)per cup,₹200
Lucknow,Street Food (Vada Pav / Samosa)per piece,₹10
Lucknow,Biryani (chicken)per plate,₹160
Lucknow,Dosa (plain)per plate,₹55
Lucknow,Fast Food Combo (McDonald's)per meal,₹230
Lucknow,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Lucknow,Bottled Water (1 litre)per bottle,₹20
Lucknow,Rice (Basmati)1 kg,₹85
Lucknow,Wheat Flour (Atta)1 kg,₹42
Lucknow,Toor Dal1 kg,₹140
Lucknow,Milk (Full Cream)1 litre,₹52
Lucknow,Eggs12 pcs,₹70
Lucknow,Chicken1 kg,₹200
Lucknow,Paneer1 kg,₹330
Lucknow,Onions1 kg,₹28
Lucknow,Tomatoes1 kg,₹32
Lucknow,Potatoes1 kg,₹22
Lucknow,Cooking Oil (Sunflower)1 litre,₹142
Lucknow,Sugar1 kg,₹42
Lucknow,Apples (Shimla)1 kg,₹180
Lucknow,Bananas1 dozen,₹40
Lucknow,"Bread (White, Sliced)1 loaf",₹38
Lucknow,Whey Protein (1 kg)per kg,"₹3,000"
Lucknow,Auto Rickshaw (minimum fare)per ride,₹20
Lucknow,Auto Rickshaw (per km after min)per km,₹10
Lucknow,Metro / Local Train (monthly pass)per month,₹850
Lucknow,Bus (monthly pass)per month,₹500
Lucknow,Ola/Uber (avg ride)per ride,₹9
Lucknow,Petrol1 litre,₹95
Lucknow,Diesel1 litre,₹88
Lucknow,Two Wheeler EMI (avg)per month,"₹3,500"
Lucknow,Car EMI (avg)per month,"₹15,000"
Lucknow,Electricityper month,"₹1,400"
Lucknow,Water Billper month,₹200
Lucknow,Cooking Gas (LPG Cylinder)per cylinder,₹803
Lucknow,Broadband Internetper month,₹850
Lucknow,Mobile Plan (Jio/Airtel)per month,₹349
Lucknow,1 BHK in City Centreper month,"₹10,000"
Lucknow,1 BHK Outside City Centreper month,"₹6,000"
Lucknow,2 BHK in City Centreper month,"₹18,000"
Lucknow,2 BHK Outside City Centreper month,"₹10,000"
Lucknow,3 BHK in City Centreper month,"₹30,000"
Lucknow,3 BHK Outside City Centreper month,"₹16,000"
Lucknow,Home Loan EMI (2BHK avg)per month,"₹18,000"
Lucknow,PG - Private Room (with meals)per month,"₹8,000"
Lucknow,PG - Private Room (without meals)per month,"₹6,000"
Lucknow,PG - Double Sharing (with meals)per month,"₹5,500"
Lucknow,PG - Double Sharing (without meals)per month,"₹4,000"
Lucknow,PG - Triple Sharing (with meals)per month,"₹4,500"
Lucknow,PG - Triple Sharing (without meals)per month,"₹3,000"
Lucknow,"Cook (part-time, 2 meals/day)per month","₹3,000"
Lucknow,Maid / Cleaning Helpper month,"₹1,000"
Lucknow,Laundry / Ironing (dhobi)per month,₹600
Lucknow,Miscellaneous Monthly Spendper month,"₹1,200"
Lucknow,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Lucknow,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Lucknow,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Lucknow,Skincare Basics (Nykaa avg)per month,"₹1,200"
Lucknow,Amazon Prime Membershipper month,₹149
Lucknow,Gym Membershipper month,₹800
Lucknow,Movie Ticket (Multiplex)per ticket,₹170
Lucknow,Netflix (Standard Plan)per month,₹649
Lucknow,Spotify Premiumper month,₹119
Lucknow,"Haircut (Men, basic salon)per cut",₹70
Lucknow,"Domestic Beer (pint, restaurant)per pint",₹160
Lucknow,"Imported Beer (bottle, restaurant)per bottle",₹320
Gurgaon,Veg Thali (local restaurant)per plate,₹130
Gurgaon,Non-Veg Thali (local restaurant)per plate,₹200
Gurgaon,Meal for Two (high-end restaurant)per meal,"₹2,000"
Gurgaon,Chai (regular cup)per cup,₹15
Gurgaon,Coffee (Cappuccino)per cup,₹200
Gurgaon,Specialty Coffee (Third Wave)per cup,₹347
Gurgaon,Street Food (Vada Pav / Samosa)per piece,₹20
Gurgaon,Biryani (chicken)per plate,₹250
Gurgaon,Dosa (plain)per plate,₹70
Gurgaon,Fast Food Combo (McDonald's)per meal,₹260
Gurgaon,"Soft Drink (Coca-Cola, 300ml)per bottle",₹40
Gurgaon,Bottled Water (1 litre)per bottle,₹20
Gurgaon,Rice (Basmati)1 kg,₹105
Gurgaon,Wheat Flour (Atta)1 kg,₹52
Gurgaon,Toor Dal1 kg,₹155
Gurgaon,Milk (Full Cream)1 litre,₹62
Gurgaon,Eggs12 pcs,₹80
Gurgaon,Chicken1 kg,₹260
Gurgaon,Paneer1 kg,₹390
Gurgaon,Onions1 kg,₹35
Gurgaon,Tomatoes1 kg,₹45
Gurgaon,Potatoes1 kg,₹30
Gurgaon,Cooking Oil (Sunflower)1 litre,₹158
Gurgaon,Sugar1 kg,₹46
Gurgaon,Apples (Shimla)1 kg,₹190
Gurgaon,Bananas1 dozen,₹50
Gurgaon,"Bread (White, Sliced)1 loaf",₹48
Gurgaon,Whey Protein (1 kg)per kg,"₹3,000"
Gurgaon,Auto Rickshaw (minimum fare)per ride,₹25
Gurgaon,Auto Rickshaw (per km after min)per km,₹13
Gurgaon,Metro / Local Train (monthly pass)per month,"₹1,400"
Gurgaon,Bus (monthly pass)per month,₹800
Gurgaon,Ola/Uber (avg ride)per ride,₹210
Gurgaon,Petrol1 litre,₹95
Gurgaon,Diesel1 litre,₹88
Gurgaon,Two Wheeler EMI (avg)per month,"₹3,500"
Gurgaon,Car EMI (avg)per month,"₹15,000"
Gurgaon,Electricityper month,"₹2,400"
Gurgaon,Water Billper month,₹400
Gurgaon,Cooking Gas (LPG Cylinder)per cylinder,₹803
Gurgaon,Broadband Internetper month,₹750
Gurgaon,Mobile Plan (Jio/Airtel)per month,₹299
Gurgaon,Air Purifier Filters & Masks (NCR)per month,₹800
Gurgaon,1 BHK in City Centreper month,"₹22,000"
Gurgaon,1 BHK Outside City Centreper month,"₹13,000"
Gurgaon,2 BHK in City Centreper month,"₹40,000"
Gurgaon,2 BHK Outside City Centreper month,"₹24,000"
Gurgaon,3 BHK in City Centreper month,"₹65,000"
Gurgaon,3 BHK Outside City Centreper month,"₹38,000"
Gurgaon,Home Loan EMI (2BHK avg)per month,"₹80,000"
Gurgaon,PG - Private Room (with meals)per month,"₹16,000"
Gurgaon,PG - Private Room (without meals)per month,"₹12,000"
Gurgaon,PG - Double Sharing (with meals)per month,"₹11,000"
Gurgaon,PG - Double Sharing (without meals)per month,"₹8,000"
Gurgaon,PG - Triple Sharing (with meals)per month,"₹8,000"
Gurgaon,PG - Triple Sharing (without meals)per month,"₹6,000"
Gurgaon,"Cook (part-time, 2 meals/day)per month","₹9,867"
Gurgaon,Maid / Cleaning Helpper month,"₹3,700"
Gurgaon,Laundry / Ironing (dhobi)per month,"₹1,827"
Gurgaon,Miscellaneous Monthly Spendper month,"₹3,700"
Gurgaon,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Gurgaon,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Gurgaon,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Gurgaon,Skincare Basics (Nykaa avg)per month,"₹1,200"
Gurgaon,Amazon Prime Membershipper month,₹149
Gurgaon,Gym Membershipper month,"₹2,500"
Gurgaon,Movie Ticket (Multiplex)per ticket,₹300
Gurgaon,Netflix (Standard Plan)per month,₹649
Gurgaon,Spotify Premiumper month,₹119
Gurgaon,"Haircut (Men, basic salon)per cut",₹200
Gurgaon,"Domestic Beer (pint, restaurant)per pint",₹250
Gurgaon,"Imported Beer (bottle, restaurant)per bottle",₹430
Noida,Veg Thali (local restaurant)per plate,₹120
Noida,Non-Veg Thali (local restaurant)per plate,₹190
Noida,Meal for Two (high-end restaurant)per meal,"₹1,600"
Noida,Chai (regular cup)per cup,₹12
Noida,Coffee (Cappuccino)per cup,₹180
Noida,Specialty Coffee (Third Wave)per cup,₹307
Noida,Street Food (Vada Pav / Samosa)per piece,₹15
Noida,Biryani (chicken)per plate,₹220
Noida,Dosa (plain)per plate,₹65
Noida,Fast Food Combo (McDonald's)per meal,₹250
Noida,"Soft Drink (Coca-Cola, 300ml)per bottle",₹40
Noida,Bottled Water (1 litre)per bottle,₹20
Noida,Rice (Basmati)1 kg,₹100
Noida,Wheat Flour (Atta)1 kg,₹50
Noida,Toor Dal1 kg,₹152
Noida,Milk (Full Cream)1 litre,₹60
Noida,Eggs12 pcs,₹78
Noida,Chicken1 kg,₹250
Noida,Paneer1 kg,₹380
Noida,Onions1 kg,₹32
Noida,Tomatoes1 kg,₹42
Noida,Potatoes1 kg,₹28
Noida,Cooking Oil (Sunflower)1 litre,₹155
Noida,Sugar1 kg,₹45
Noida,Apples (Shimla)1 kg,₹185
Noida,Bananas1 dozen,₹48
Noida,"Bread (White, Sliced)1 loaf",₹45
Noida,Whey Protein (1 kg)per kg,"₹3,000"
Noida,Auto Rickshaw (minimum fare)per ride,₹20
Noida,Auto Rickshaw (per km after min)per km,₹11
Noida,Metro / Local Train (monthly pass)per month,"₹1,300"
Noida,Bus (monthly pass)per month,₹750
Noida,Ola/Uber (avg ride)per ride,₹180
Noida,Petrol1 litre,₹95
Noida,Diesel1 litre,₹88
Noida,Two Wheeler EMI (avg)per month,"₹3,500"
Noida,Car EMI (avg)per month,"₹15,000"
Noida,Electricityper month,"₹2,100"
Noida,Water Billper month,₹350
Noida,Cooking Gas (LPG Cylinder)per cylinder,₹803
Noida,Broadband Internetper month,₹700
Noida,Mobile Plan (Jio/Airtel)per month,₹299
Noida,Air Purifier Filters & Masks (NCR)per month,₹800
Noida,1 BHK in City Centreper month,"₹16,000"
Noida,1 BHK Outside City Centreper month,"₹10,000"
Noida,2 BHK in City Centreper month,"₹28,000"
Noida,2 BHK Outside City Centreper month,"₹18,000"
Noida,3 BHK in City Centreper month,"₹48,000"
Noida,3 BHK Outside City Centreper month,"₹28,000"
Noida,Home Loan EMI (2BHK avg)per month,"₹56,000"
Noida,PG - Private Room (with meals)per month,"₹13,000"
Noida,PG - Private Room (without meals)per month,"₹10,000"
Noida,PG - Double Sharing (with meals)per month,"₹9,000"
Noida,PG - Double Sharing (without meals)per month,"₹7,000"
Noida,PG - Triple Sharing (with meals)per month,"₹7,000"
Noida,PG - Triple Sharing (without meals)per month,"₹5,000"
Noida,"Cook (part-time, 2 meals/day)per month","₹8,267"
Noida,Maid / Cleaning Helpper month,"₹3,100"
Noida,Laundry / Ironing (dhobi)per month,"₹1,547"
Noida,Miscellaneous Monthly Spendper month,"₹3,100"
Noida,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Noida,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Noida,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Noida,Skincare Basics (Nykaa avg)per month,"₹1,200"
Noida,Amazon Prime Membershipper month,₹149
Noida,Gym Membershipper month,"₹1,800"
Noida,Movie Ticket (Multiplex)per ticket,₹280
Noida,Netflix (Standard Plan)per month,₹649
Noida,Spotify Premiumper month,₹119
Noida,"Haircut (Men, basic salon)per cut",₹150
Noida,"Domestic Beer (pint, restaurant)per pint",₹220
Noida,"Imported Beer (bottle, restaurant)per bottle",₹400
Navi Mumbai,Veg Thali (local restaurant)per plate,₹130
Navi Mumbai,Non-Veg Thali (local restaurant)per plate,₹200
Navi Mumbai,Meal for Two (high-end restaurant)per meal,"₹1,500"
Navi Mumbai,Chai (regular cup)per cup,₹15
Navi Mumbai,Coffee (Cappuccino)per cup,₹180
Navi Mumbai,Specialty Coffee (Third Wave)per cup,₹333
Navi Mumbai,Street Food (Vada Pav / Samosa)per piece,₹18
Navi Mumbai,Biryani (chicken)per plate,₹220
Navi Mumbai,Dosa (plain)per plate,₹70
Navi Mumbai,Fast Food Combo (McDonald's)per meal,₹250
Navi Mumbai,"Soft Drink (Coca-Cola, 300ml)per bottle",₹40
Navi Mumbai,Bottled Water (1 litre)per bottle,₹20
Navi Mumbai,Rice (Basmati)1 kg,₹105
Navi Mumbai,Wheat Flour (Atta)1 kg,₹52
Navi Mumbai,Toor Dal1 kg,₹155
Navi Mumbai,Milk (Full Cream)1 litre,₹60
Navi Mumbai,Eggs12 pcs,₹80
Navi Mumbai,Chicken1 kg,₹260
Navi Mumbai,Paneer1 kg,₹380
Navi Mumbai,Onions1 kg,₹38
Navi Mumbai,Tomatoes1 kg,₹48
Navi Mumbai,Potatoes1 kg,₹32
Navi Mumbai,Cooking Oil (Sunflower)1 litre,₹158
Navi Mumbai,Sugar1 kg,₹46
Navi Mumbai,Apples (Shimla)1 kg,₹195
Navi Mumbai,Bananas1 dozen,₹55
Navi Mumbai,"Bread (White, Sliced)1 loaf",₹48
Navi Mumbai,Whey Protein (1 kg)per kg,"₹3,000"
Navi Mumbai,Auto Rickshaw (minimum fare)per ride,₹23
Navi Mumbai,Auto Rickshaw (per km after min)per km,₹15
Navi Mumbai,Metro / Local Train (monthly pass)per month,"₹1,200"
Navi Mumbai,Bus (monthly pass)per month,₹800
Navi Mumbai,Ola/Uber (avg ride)per ride,₹195
Navi Mumbai,Petrol1 litre,₹105
Navi Mumbai,Diesel1 litre,₹92
Navi Mumbai,Two Wheeler EMI (avg)per month,"₹3,500"
Navi Mumbai,Car EMI (avg)per month,"₹15,000"
Navi Mumbai,Electricityper month,"₹2,200"
Navi Mumbai,Water Billper month,₹400
Navi Mumbai,Cooking Gas (LPG Cylinder)per cylinder,₹803
Navi Mumbai,Broadband Internetper month,₹750
Navi Mumbai,Mobile Plan (Jio/Airtel)per month,₹299
Navi Mumbai,1 BHK in City Centreper month,"₹20,000"
Navi Mumbai,1 BHK Outside City Centreper month,"₹12,000"
Navi Mumbai,2 BHK in City Centreper month,"₹35,000"
Navi Mumbai,2 BHK Outside City Centreper month,"₹20,000"
Navi Mumbai,3 BHK in City Centreper month,"₹55,000"
Navi Mumbai,3 BHK Outside City Centreper month,"₹32,000"
Navi Mumbai,Home Loan EMI (2BHK avg)per month,"₹70,000"
Navi Mumbai,PG - Private Room (with meals)per month,"₹14,000"
Navi Mumbai,PG - Private Room (without meals)per month,"₹10,500"
Navi Mumbai,PG - Double Sharing (with meals)per month,"₹10,000"
Navi Mumbai,PG - Double Sharing (without meals)per month,"₹7,500"
Navi Mumbai,PG - Triple Sharing (with meals)per month,"₹7,500"
Navi Mumbai,PG - Triple Sharing (without meals)per month,"₹5,500"
Navi Mumbai,"Cook (part-time, 2 meals/day)per month","₹9,333"
Navi Mumbai,Maid / Cleaning Helpper month,"₹3,500"
Navi Mumbai,Laundry / Ironing (dhobi)per month,"₹1,733"
Navi Mumbai,Miscellaneous Monthly Spendper month,"₹3,500"
Navi Mumbai,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Navi Mumbai,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Navi Mumbai,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Navi Mumbai,Skincare Basics (Nykaa avg)per month,"₹1,200"
Navi Mumbai,Amazon Prime Membershipper month,₹149
Navi Mumbai,Gym Membershipper month,"₹2,000"
Navi Mumbai,Movie Ticket (Multiplex)per ticket,₹280
Navi Mumbai,Netflix (Standard Plan)per month,₹649
Navi Mumbai,Spotify Premiumper month,₹119
Navi Mumbai,"Haircut (Men, basic salon)per cut",₹170
Navi Mumbai,"Domestic Beer (pint, restaurant)per pint",₹230
Navi Mumbai,"Imported Beer (bottle, restaurant)per bottle",₹420
Thane,Veg Thali (local restaurant)per plate,₹130
Thane,Non-Veg Thali (local restaurant)per plate,₹200
Thane,Meal for Two (high-end restaurant)per meal,"₹1,400"
Thane,Chai (regular cup)per cup,₹15
Thane,Coffee (Cappuccino)per cup,₹175
Thane,Specialty Coffee (Third Wave)per cup,₹320
Thane,Street Food (Vada Pav / Samosa)per piece,₹18
Thane,Biryani (chicken)per plate,₹220
Thane,Dosa (plain)per plate,₹70
Thane,Fast Food Combo (McDonald's)per meal,₹250
Thane,"Soft Drink (Coca-Cola, 300ml)per bottle",₹40
Thane,Bottled Water (1 litre)per bottle,₹20
Thane,Rice (Basmati)1 kg,₹105
Thane,Wheat Flour (Atta)1 kg,₹52
Thane,Toor Dal1 kg,₹155
Thane,Milk (Full Cream)1 litre,₹60
Thane,Eggs12 pcs,₹80
Thane,Chicken1 kg,₹265
Thane,Paneer1 kg,₹385
Thane,Onions1 kg,₹38
Thane,Tomatoes1 kg,₹48
Thane,Potatoes1 kg,₹32
Thane,Cooking Oil (Sunflower)1 litre,₹158
Thane,Sugar1 kg,₹46
Thane,Apples (Shimla)1 kg,₹195
Thane,Bananas1 dozen,₹55
Thane,"Bread (White, Sliced)1 loaf",₹48
Thane,Whey Protein (1 kg)per kg,"₹3,000"
Thane,Auto Rickshaw (minimum fare)per ride,₹23
Thane,Auto Rickshaw (per km after min)per km,₹14
Thane,Metro / Local Train (monthly pass)per month,"₹1,300"
Thane,Bus (monthly pass)per month,₹850
Thane,Ola/Uber (avg ride)per ride,₹195
Thane,Petrol1 litre,₹105
Thane,Diesel1 litre,₹92
Thane,Two Wheeler EMI (avg)per month,"₹3,500"
Thane,Car EMI (avg)per month,"₹15,000"
Thane,Electricityper month,"₹2,200"
Thane,Water Billper month,₹400
Thane,Cooking Gas (LPG Cylinder)per cylinder,₹803
Thane,Broadband Internetper month,₹700
Thane,Mobile Plan (Jio/Airtel)per month,₹299
Thane,1 BHK in City Centreper month,"₹18,000"
Thane,1 BHK Outside City Centreper month,"₹11,000"
Thane,2 BHK in City Centreper month,"₹30,000"
Thane,2 BHK Outside City Centreper month,"₹18,000"
Thane,3 BHK in City Centreper month,"₹50,000"
